"","week_beginning","areauri","region","deaths"
"2113",2021-01-18,"S12000050","North Lanarkshire",48
"2114",2021-01-18,"S12000030","Stirling",9
"2115",2021-01-18,"S92000003","Scotland",452
"2116",2021-01-25,"S12000030","Stirling",6
"2117",2021-01-25,"S12000049","Glasgow City",67
"2118",2021-01-25,"S12000035","Argyll and Bute",2
"2119",2021-01-25,"S08000029","Fife",27
"2120",2021-01-25,"S12000006","Dumfries and Galloway",12
"2121",2021-01-25,"S12000005","Clackmannanshire",7
"2122",2021-01-25,"S12000028","South Ayrshire",12
"2123",2021-01-25,"S12000047","Fife",27
"2124",2021-01-25,"S12000008","East Ayrshire",14
"2125",2021-01-25,"S12000027","Shetland Islands",0
"2126",2021-01-25,"S12000040","West Lothian",5
"2127",2021-01-25,"S08000025","Orkney",0
"2128",2021-01-25,"S12000026","Scottish Borders",9
"2129",2021-01-25,"S08000024","Lothian",58
"2130",2021-01-25,"S12000019","Midlothian",8
"2131",2021-01-25,"S08000026","Shetland",0
"2132",2021-01-25,"S08000020","Grampian",33
"2133",2021-01-25,"S12000021","North Ayrshire",17
"2134",2021-01-25,"S12000038","Renfrewshire",11
"2135",2021-01-25,"S12000017","Highland",18
"2136",2021-01-25,"S12000036","City of Edinburgh",40
"2137",2021-01-25,"S12000020","Moray",2
"2138",2021-01-25,"S12000018","Inverclyde",11
"2139",2021-01-25,"S12000011","East Renfrewshire",5
"2140",2021-01-25,"S12000041","Angus",16
"2141",2021-01-25,"S12000045","East Dunbartonshire",9
"2142",2021-01-25,"S08000019","Forth Valley",25
"2143",2021-01-25,"S08000015","Ayrshire and Arran",43
"2144",2021-01-25,"S08000022","Highland",20
"2145",2021-01-25,"S12000034","Aberdeenshire",16
"2146",2021-01-25,"S08000031","Greater Glasgow and Clyde",106
"2147",2021-01-25,"S08000028","Western Isles",0
"2148",2021-01-25,"S12000039","West Dunbartonshire",3
"2149",2021-01-25,"S08000016","Borders",9
"2150",2021-01-25,"S12000042","Dundee City",10
"2151",2021-01-25,"S12000050","North Lanarkshire",41
"2152",2021-01-25,"S12000029","South Lanarkshire",28
"2153",2021-01-25,"S08000017","Dumfries and Galloway",12
"2154",2021-01-25,"S12000013","Na h-Eileanan Siar",0
"2155",2021-01-25,"S08000032","Lanarkshire",69
"2156",2021-01-25,"S92000003","Scotland",444
"2157",2021-01-25,"S12000010","East Lothian",5
"2158",2021-01-25,"S12000048","Perth and Kinross",16
"2159",2021-01-25,"S12000033","Aberdeen City",15
"2160",2021-01-25,"S08000030","Tayside",42
"2161",2021-01-25,"S12000014","Falkirk",12
"2162",2021-01-25,"S12000023","Orkney Islands",0
"2163",2021-02-01,"S08000031","Greater Glasgow and Clyde",103
"2164",2021-02-01,"S12000035","Argyll and Bute",3
"2165",2021-02-01,"S12000013","Na h-Eileanan Siar",1
"2166",2021-02-01,"S08000028","Western Isles",1
"2167",2021-02-01,"S12000008","East Ayrshire",14
"2168",2021-02-01,"S08000019","Forth Valley",21
"2169",2021-02-01,"S12000029","South Lanarkshire",28
"2170",2021-02-01,"S08000024","Lothian",42
"2171",2021-02-01,"S12000049","Glasgow City",56
"2172",2021-02-01,"S08000029","Fife",17
"2173",2021-02-01,"S12000033","Aberdeen City",18
"2174",2021-02-01,"S92000003","Scotland",377
"2175",2021-02-01,"S12000045","East Dunbartonshire",13
"2176",2021-02-01,"S12000039","West Dunbartonshire",5
"2177",2021-02-01,"S12000041","Angus",14
"2178",2021-02-01,"S08000015","Ayrshire and Arran",27
"2179",2021-02-01,"S08000022","Highland",14
"2180",2021-02-01,"S12000028","South Ayrshire",4
"2181",2021-02-01,"S12000006","Dumfries and Galloway",13
"2182",2021-02-01,"S08000016","Borders",6
"2183",2021-02-01,"S12000011","East Renfrewshire",4
"2184",2021-02-01,"S12000030","Stirling",5
"2185",2021-02-01,"S12000042","Dundee City",13
"2186",2021-02-01,"S12000020","Moray",3
"2187",2021-02-01,"S12000018","Inverclyde",4
"2188",2021-02-01,"S12000040","West Lothian",3
"2189",2021-02-01,"S12000047","Fife",17
"2190",2021-02-01,"S12000026","Scottish Borders",6
"2191",2021-02-01,"S12000021","North Ayrshire",9
"2192",2021-02-01,"S08000025","Orkney",1
"2193",2021-02-01,"S08000030","Tayside",39
"2194",2021-02-01,"S12000048","Perth and Kinross",12
"2195",2021-02-01,"S12000038","Renfrewshire",21
"2196",2021-02-01,"S12000036","City of Edinburgh",26
"2197",2021-02-01,"S12000034","Aberdeenshire",7
"2198",2021-02-01,"S08000017","Dumfries and Galloway",13
"2199",2021-02-01,"S08000020","Grampian",28
"2200",2021-02-01,"S12000023","Orkney Islands",1
"2201",2021-02-01,"S12000017","Highland",11
"2202",2021-02-01,"S08000026","Shetland",0
"2203",2021-02-01,"S12000027","Shetland Islands",0
"2204",2021-02-01,"S08000032","Lanarkshire",65
"2205",2021-02-01,"S12000005","Clackmannanshire",1
"2206",2021-02-01,"S12000014","Falkirk",15
"2207",2021-02-01,"S12000019","Midlothian",6
"2208",2021-02-01,"S12000010","East Lothian",7
"2209",2021-02-01,"S12000050","North Lanarkshire",37
"2210",2021-02-08,"S12000008","East Ayrshire",15
"2211",2021-02-08,"S12000020","Moray",1
"2212",2021-02-08,"S08000024","Lothian",33
"2213",2021-02-08,"S12000047","Fife",12
"2214",2021-02-08,"S08000022","Highland",11
"2215",2021-02-08,"S12000019","Midlothian",4
"2216",2021-02-08,"S08000029","Fife",12
"2217",2021-02-08,"S12000010","East Lothian",5
"2218",2021-02-08,"S12000011","East Renfrewshire",8
"2219",2021-02-08,"S12000040","West Lothian",4
"2220",2021-02-08,"S12000041","Angus",7
"2221",2021-02-08,"S12000042","Dundee City",8
"2222",2021-02-08,"S08000028","Western Isles",1
"2223",2021-02-08,"S12000048","Perth and Kinross",9
"2224",2021-02-08,"S12000039","West Dunbartonshire",2
"2225",2021-02-08,"S12000006","Dumfries and Galloway",7
"2226",2021-02-08,"S12000035","Argyll and Bute",2
"2227",2021-02-08,"S08000019","Forth Valley",33
"2228",2021-02-08,"S12000034","Aberdeenshire",6
"2229",2021-02-08,"S12000013","Na h-Eileanan Siar",1
"2230",2021-02-08,"S12000021","North Ayrshire",19
"2231",2021-02-08,"S08000015","Ayrshire and Arran",36
"2232",2021-02-08,"S08000017","Dumfries and Galloway",7
"2233",2021-02-08,"S12000038","Renfrewshire",20
"2234",2021-02-08,"S12000033","Aberdeen City",11
"2235",2021-02-08,"S12000050","North Lanarkshire",32
"2236",2021-02-08,"S08000032","Lanarkshire",65
"2237",2021-02-08,"S12000028","South Ayrshire",2
"2238",2021-02-08,"S08000020","Grampian",18
"2239",2021-02-08,"S08000025","Orkney",0
"2240",2021-02-08,"S08000030","Tayside",24
"2241",2021-02-08,"S12000026","Scottish Borders",5
"2242",2021-02-08,"S92000003","Scotland",325
"2243",2021-02-08,"S08000026","Shetland",0
"2244",2021-02-08,"S12000027","Shetland Islands",0
"2245",2021-02-08,"S12000045","East Dunbartonshire",4
"2246",2021-02-08,"S08000031","Greater Glasgow and Clyde",80
"2247",2021-02-08,"S12000030","Stirling",6
"2248",2021-02-08,"S08000016","Borders",5
"2249",2021-02-08,"S12000014","Falkirk",22
"2250",2021-02-08,"S12000018","Inverclyde",6
"2251",2021-02-08,"S12000029","South Lanarkshire",33
"2252",2021-02-08,"S12000036","City of Edinburgh",20
"2253",2021-02-08,"S12000049","Glasgow City",40
"2254",2021-02-08,"S12000023","Orkney Islands",0
"2255",2021-02-08,"S12000017","Highland",9
"2256",2021-02-08,"S12000005","Clackmannanshire",5
"2257",2021-02-15,"S12000027","Shetland Islands",0
"2258",2021-02-15,"S12000014","Falkirk",12
"2259",2021-02-15,"S12000026","Scottish Borders",4
"2260",2021-02-15,"S08000022","Highland",11
"2261",2021-02-15,"S12000019","Midlothian",3
"2262",2021-02-15,"S92000003","Scotland",291
"2263",2021-02-15,"S08000029","Fife",11
"2264",2021-02-15,"S12000010","East Lothian",2
"2265",2021-02-15,"S08000016","Borders",4
"2266",2021-02-15,"S12000036","City of Edinburgh",17
"2267",2021-02-15,"S08000031","Greater Glasgow and Clyde",94
"2268",2021-02-15,"S12000042","Dundee City",6
"2269",2021-02-15,"S08000030","Tayside",23
"2270",2021-02-15,"S12000020","Moray",2
"2271",2021-02-15,"S12000029","South Lanarkshire",29
"2272",2021-02-15,"S12000047","Fife",11
"2273",2021-02-15,"S12000030","Stirling",3
"2274",2021-02-15,"S12000045","East Dunbartonshire",12
"2275",2021-02-15,"S08000026","Shetland",0
"2276",2021-02-15,"S08000025","Orkney",0
"2277",2021-02-15,"S12000006","Dumfries and Galloway",4
"2278",2021-02-15,"S12000048","Perth and Kinross",10
"2279",2021-02-15,"S08000024","Lothian",29
"2280",2021-02-15,"S08000032","Lanarkshire",54
"2281",2021-02-15,"S12000028","South Ayrshire",11
"2282",2021-02-15,"S08000019","Forth Valley",23
"2283",2021-02-15,"S12000034","Aberdeenshire",4
"2284",2021-02-15,"S12000033","Aberdeen City",3
"2285",2021-02-15,"S08000017","Dumfries and Galloway",4
"2286",2021-02-15,"S12000038","Renfrewshire",26
"2287",2021-02-15,"S12000018","Inverclyde",7
"2288",2021-02-15,"S12000011","East Renfrewshire",7
"2289",2021-02-15,"S08000020","Grampian",9
"2290",2021-02-15,"S12000023","Orkney Islands",0
"2291",2021-02-15,"S12000040","West Lothian",7
"2292",2021-02-15,"S12000021","North Ayrshire",13
"2293",2021-02-15,"S12000005","Clackmannanshire",8
"2294",2021-02-15,"S08000015","Ayrshire and Arran",28
"2295",2021-02-15,"S12000017","Highland",4
"2296",2021-02-15,"S12000013","Na h-Eileanan Siar",1
"2297",2021-02-15,"S12000035","Argyll and Bute",7
"2298",2021-02-15,"S12000049","Glasgow City",34
"2299",2021-02-15,"S12000039","West Dunbartonshire",8
"2300",2021-02-15,"S12000041","Angus",7
"2301",2021-02-15,"S12000050","North Lanarkshire",25
"2302",2021-02-15,"S12000008","East Ayrshire",4
"2303",2021-02-15,"S08000028","Western Isles",1
"2304",2021-02-22,"S12000021","North Ayrshire",11
"2305",2021-02-22,"S08000026","Shetland",0
"2306",2021-02-22,"S12000048","Perth and Kinross",6
"2307",2021-02-22,"S08000022","Highland",8
"2308",2021-02-22,"S12000047","Fife",9
"2309",2021-02-22,"S12000011","East Renfrewshire",4
"2310",2021-02-22,"S08000024","Lothian",29
"2311",2021-02-22,"S12000019","Midlothian",3
"2312",2021-02-22,"S12000026","Scottish Borders",2
"2313",2021-02-22,"S12000017","Highland",6
"2314",2021-02-22,"S12000034","Aberdeenshire",5
"2315",2021-02-22,"S12000040","West Lothian",6
"2316",2021-02-22,"S08000017","Dumfries and Galloway",6
"2317",2021-02-22,"S08000032","Lanarkshire",35
"2318",2021-02-22,"S12000045","East Dunbartonshire",4
"2319",2021-02-22,"S12000010","East Lothian",5
"2320",2021-02-22,"S12000018","Inverclyde",8
"2321",2021-02-22,"S12000035","Argyll and Bute",2
"2322",2021-02-22,"S12000029","South Lanarkshire",18
"2323",2021-02-22,"S12000033","Aberdeen City",2
"2324",2021-02-22,"S92000003","Scotland",230
"2325",2021-02-22,"S08000029","Fife",9
"2326",2021-02-22,"S12000041","Angus",3
"2327",2021-02-22,"S12000036","City of Edinburgh",15
"2328",2021-02-22,"S08000031","Greater Glasgow and Clyde",67
"2329",2021-02-22,"S12000020","Moray",1
"2330",2021-02-22,"S08000025","Orkney",0
"2331",2021-02-22,"S08000015","Ayrshire and Arran",19
"2332",2021-02-22,"S12000005","Clackmannanshire",5
"2333",2021-02-22,"S08000020","Grampian",8
"2334",2021-02-22,"S08000019","Forth Valley",31
"2335",2021-02-22,"S12000027","Shetland Islands",0
"2336",2021-02-22,"S08000028","Western Isles",1
"2337",2021-02-22,"S08000016","Borders",2
"2338",2021-02-22,"S08000030","Tayside",15
"2339",2021-02-22,"S12000038","Renfrewshire",17
"2340",2021-02-22,"S12000008","East Ayrshire",4
"2341",2021-02-22,"S12000042","Dundee City",6
"2342",2021-02-22,"S12000006","Dumfries and Galloway",6
"2343",2021-02-22,"S12000013","Na h-Eileanan Siar",1
"2344",2021-02-22,"S12000023","Orkney Islands",0
"2345",2021-02-22,"S12000030","Stirling",10
"2346",2021-02-22,"S12000039","West Dunbartonshire",8
"2347",2021-02-22,"S12000028","South Ayrshire",4
"2348",2021-02-22,"S12000049","Glasgow City",26
"2349",2021-02-22,"S12000050","North Lanarkshire",17
"2350",2021-02-22,"S12000014","Falkirk",16
"2351",2021-03-01,"S08000022","Highland",6
"2352",2021-03-01,"S08000026","Shetland",0
"2353",2021-03-01,"S08000028","Western Isles",0
"2354",2021-03-01,"S08000015","Ayrshire and Arran",14
"2355",2021-03-01,"S12000041","Angus",2
"2356",2021-03-01,"S12000011","East Renfrewshire",3
"2357",2021-03-01,"S08000029","Fife",3
"2358",2021-03-01,"S08000030","Tayside",6
"2359",2021-03-01,"S08000016","Borders",2
"2360",2021-03-01,"S12000045","East Dunbartonshire",2
"2361",2021-03-01,"S12000039","West Dunbartonshire",2
"2362",2021-03-01,"S08000031","Greater Glasgow and Clyde",35
"2363",2021-03-01,"S08000025","Orkney",0
"2364",2021-03-01,"S12000027","Shetland Islands",0
"2365",2021-03-01,"S12000020","Moray",2
"2366",2021-03-01,"S08000024","Lothian",19
"2367",2021-03-01,"S12000023","Orkney Islands",0
"2368",2021-03-01,"S92000003","Scotland",142
"2369",2021-03-01,"S12000040","West Lothian",2
"2370",2021-03-01,"S12000049","Glasgow City",19
"2371",2021-03-01,"S12000036","City of Edinburgh",11
"2372",2021-03-01,"S12000033","Aberdeen City",5
"2373",2021-03-01,"S08000017","Dumfries and Galloway",0
"2374",2021-03-01,"S12000034","Aberdeenshire",2
"2375",2021-03-01,"S12000035","Argyll and Bute",0
"2376",2021-03-01,"S12000010","East Lothian",4
"2377",2021-03-01,"S12000029","South Lanarkshire",9
"2378",2021-03-01,"S12000005","Clackmannanshire",4
"2379",2021-03-01,"S08000019","Forth Valley",22
"2380",2021-03-01,"S12000008","East Ayrshire",4
"2381",2021-03-01,"S12000013","Na h-Eileanan Siar",0
"2382",2021-03-01,"S12000038","Renfrewshire",6
"2383",2021-03-01,"S08000020","Grampian",9
"2384",2021-03-01,"S12000006","Dumfries and Galloway",0
"2385",2021-03-01,"S12000021","North Ayrshire",6
"2386",2021-03-01,"S08000032","Lanarkshire",26
"2387",2021-03-01,"S12000028","South Ayrshire",4
"2388",2021-03-01,"S12000030","Stirling",5
"2389",2021-03-01,"S12000018","Inverclyde",3
"2390",2021-03-01,"S12000050","North Lanarkshire",17
"2391",2021-03-01,"S12000042","Dundee City",3
"2392",2021-03-01,"S12000026","Scottish Borders",2
"2393",2021-03-01,"S12000047","Fife",3
"2394",2021-03-01,"S12000048","Perth and Kinross",1
"2395",2021-03-01,"S12000017","Highland",6
"2396",2021-03-01,"S12000019","Midlothian",2
"2397",2021-03-01,"S12000014","Falkirk",13
"2398",2021-03-08,"S12000017","Highland",1
"2399",2021-03-08,"S12000021","North Ayrshire",6
"2400",2021-03-08,"S12000028","South Ayrshire",2
"2401",2021-03-08,"S12000034","Aberdeenshire",4
"2402",2021-03-08,"S08000025","Orkney",0
"2403",2021-03-08,"S08000017","Dumfries and Galloway",2
"2404",2021-03-08,"S12000019","Midlothian",2
"2405",2021-03-08,"S12000045","East Dunbartonshire",1
"2406",2021-03-08,"S12000041","Angus",2
"2407",2021-03-08,"S92000003","Scotland",104
"2408",2021-03-08,"S08000015","Ayrshire and Arran",11
"2409",2021-03-08,"S08000020","Grampian",8
"2410",2021-03-08,"S12000027","Shetland Islands",0
"2411",2021-03-08,"S08000028","Western Isles",0
"2412",2021-03-08,"S08000016","Borders",1
"2413",2021-03-08,"S12000038","Renfrewshire",7
"2414",2021-03-08,"S12000013","Na h-Eileanan Siar",0
"2415",2021-03-08,"S12000039","West Dunbartonshire",3
"2416",2021-03-08,"S08000019","Forth Valley",10
"2417",2021-03-08,"S12000042","Dundee City",0
"2418",2021-03-08,"S08000030","Tayside",3
"2419",2021-03-08,"S12000018","Inverclyde",5
"2420",2021-03-08,"S12000047","Fife",3
"2421",2021-03-08,"S08000022","Highland",1
"2422",2021-03-08,"S12000008","East Ayrshire",3
"2423",2021-03-08,"S12000006","Dumfries and Galloway",2
"2424",2021-03-08,"S08000031","Greater Glasgow and Clyde",28
"2425",2021-03-08,"S12000048","Perth and Kinross",1
"2426",2021-03-08,"S12000010","East Lothian",4
"2427",2021-03-08,"S12000029","South Lanarkshire",9
"2428",2021-03-08,"S08000026","Shetland",0
"2429",2021-03-08,"S12000040","West Lothian",1
"2430",2021-03-08,"S12000020","Moray",1
"2431",2021-03-08,"S12000035","Argyll and Bute",0
"2432",2021-03-08,"S12000050","North Lanarkshire",13
"2433",2021-03-08,"S12000033","Aberdeen City",3
"2434",2021-03-08,"S12000005","Clackmannanshire",2
"2435",2021-03-08,"S12000030","Stirling",2
"2436",2021-03-08,"S12000014","Falkirk",6
"2437",2021-03-08,"S08000032","Lanarkshire",22
"2438",2021-03-08,"S12000023","Orkney Islands",0
"2439",2021-03-08,"S12000026","Scottish Borders",1
"2440",2021-03-08,"S12000011","East Renfrewshire",2
"2441",2021-03-08,"S12000036","City of Edinburgh",8
"2442",2021-03-08,"S08000029","Fife",3
"2443",2021-03-08,"S12000049","Glasgow City",10
"2444",2021-03-08,"S08000024","Lothian",15
"2445",2021-03-15,"S12000013","Na h-Eileanan Siar",0
"2446",2021-03-15,"S12000021","North Ayrshire",3
"2447",2021-03-15,"S12000030","Stirling",3
"2448",2021-03-15,"S08000015","Ayrshire and Arran",4
"2449",2021-03-15,"S12000050","North Lanarkshire",10
"2450",2021-03-15,"S12000040","West Lothian",3
"2451",2021-03-15,"S12000028","South Ayrshire",0
"2452",2021-03-15,"S12000006","Dumfries and Galloway",2
"2453",2021-03-15,"S12000048","Perth and Kinross",0
"2454",2021-03-15,"S12000045","East Dunbartonshire",2
"2455",2021-03-15,"S08000016","Borders",0
"2456",2021-03-15,"S12000034","Aberdeenshire",2
"2457",2021-03-15,"S12000019","Midlothian",1
"2458",2021-03-15,"S12000008","East Ayrshire",1
"2459",2021-03-15,"S12000033","Aberdeen City",2
"2460",2021-03-15,"S08000017","Dumfries and Galloway",2
"2461",2021-03-15,"S12000011","East Renfrewshire",1
"2462",2021-03-15,"S12000049","Glasgow City",10
"2463",2021-03-15,"S12000010","East Lothian",0
"2464",2021-03-15,"S12000005","Clackmannanshire",0
"2465",2021-03-15,"S08000030","Tayside",4
"2466",2021-03-15,"S12000042","Dundee City",3
"2467",2021-03-15,"S08000020","Grampian",4
"2468",2021-03-15,"S08000019","Forth Valley",4
"2469",2021-03-15,"S12000017","Highland",2
"2470",2021-03-15,"S12000035","Argyll and Bute",1
"2471",2021-03-15,"S12000018","Inverclyde",2
"2472",2021-03-15,"S12000029","South Lanarkshire",4
"2473",2021-03-15,"S12000039","West Dunbartonshire",2
"2474",2021-03-15,"S12000026","Scottish Borders",0
"2475",2021-03-15,"S12000023","Orkney Islands",0
"2476",2021-03-15,"S92000003","Scotland",68
"2477",2021-03-15,"S08000032","Lanarkshire",14
"2478",2021-03-15,"S12000020","Moray",0
"2479",2021-03-15,"S08000031","Greater Glasgow and Clyde",18
"2480",2021-03-15,"S08000026","Shetland",0
"2481",2021-03-15,"S08000028","Western Isles",0
"2482",2021-03-15,"S12000036","City of Edinburgh",7
"2483",2021-03-15,"S12000041","Angus",1
"2484",2021-03-15,"S08000024","Lothian",11
"2485",2021-03-15,"S08000029","Fife",4
"2486",2021-03-15,"S08000022","Highland",3
"2487",2021-03-15,"S12000038","Renfrewshire",1
"2488",2021-03-15,"S12000014","Falkirk",1
"2489",2021-03-15,"S12000047","Fife",4
"2490",2021-03-15,"S08000025","Orkney",0
"2491",2021-03-15,"S12000027","Shetland Islands",0
"2492",2021-03-22,"S08000024","Lothian",6
"2493",2021-03-22,"S12000017","Highland",1
"2494",2021-03-22,"S08000030","Tayside",3
"2495",2021-03-22,"S12000014","Falkirk",5
"2496",2021-03-22,"S12000038","Renfrewshire",3
"2497",2021-03-22,"S12000026","Scottish Borders",0
"2498",2021-03-22,"S08000025","Orkney",0
"2499",2021-03-22,"S12000040","West Lothian",1
"2500",2021-03-22,"S12000039","West Dunbartonshire",0
"2501",2021-03-22,"S12000008","East Ayrshire",5
"2502",2021-03-22,"S12000047","Fife",4
"2503",2021-03-22,"S12000028","South Ayrshire",1
"2504",2021-03-22,"S12000027","Shetland Islands",0
"2505",2021-03-22,"S12000048","Perth and Kinross",1
"2506",2021-03-22,"S08000031","Greater Glasgow and Clyde",24
"2507",2021-03-22,"S12000011","East Renfrewshire",3
"2508",2021-03-22,"S12000030","Stirling",3
"2509",2021-03-22,"S12000021","North Ayrshire",0
"2510",2021-03-22,"S08000019","Forth Valley",8
"2511",2021-03-22,"S12000050","North Lanarkshire",5
"2512",2021-03-22,"S12000010","East Lothian",4
"2513",2021-03-22,"S12000049","Glasgow City",15
"2514",2021-03-22,"S12000036","City of Edinburgh",0
"2515",2021-03-22,"S12000023","Orkney Islands",0
"2516",2021-03-22,"S12000013","Na h-Eileanan Siar",0
"2517",2021-03-22,"S12000020","Moray",1
"2518",2021-03-22,"S92000003","Scotland",62
"2519",2021-03-22,"S08000022","Highland",1
"2520",2021-03-22,"S08000015","Ayrshire and Arran",6
"2521",2021-03-22,"S12000042","Dundee City",1
"2522",2021-03-22,"S12000034","Aberdeenshire",0
"2523",2021-03-22,"S08000026","Shetland",0
"2524",2021-03-22,"S12000019","Midlothian",1
"2525",2021-03-22,"S08000020","Grampian",2
"2526",2021-03-22,"S08000028","Western Isles",0
"2527",2021-03-22,"S12000005","Clackmannanshire",0
"2528",2021-03-22,"S12000033","Aberdeen City",1
"2529",2021-03-22,"S12000035","Argyll and Bute",0
"2530",2021-03-22,"S08000017","Dumfries and Galloway",0
"2531",2021-03-22,"S08000029","Fife",4
"2532",2021-03-22,"S12000006","Dumfries and Galloway",0
"2533",2021-03-22,"S08000016","Borders",0
"2534",2021-03-22,"S12000041","Angus",1
"2535",2021-03-22,"S12000029","South Lanarkshire",3
"2536",2021-03-22,"S08000032","Lanarkshire",8
"2537",2021-03-22,"S12000018","Inverclyde",2
"2538",2021-03-22,"S12000045","East Dunbartonshire",1
"2539",2021-03-29,"S12000029","South Lanarkshire",2
"2540",2021-03-29,"S12000042","Dundee City",0
"2541",2021-03-29,"S12000021","North Ayrshire",2
"2542",2021-03-29,"S08000030","Tayside",0
"2543",2021-03-29,"S08000026","Shetland",0
"2544",2021-03-29,"S12000030","Stirling",0
"2545",2021-03-29,"S08000016","Borders",1
"2546",2021-03-29,"S12000005","Clackmannanshire",1
"2547",2021-03-29,"S08000019","Forth Valley",3
"2548",2021-03-29,"S12000020","Moray",0
"2549",2021-03-29,"S12000036","City of Edinburgh",3
"2550",2021-03-29,"S12000049","Glasgow City",6
"2551",2021-03-29,"S08000032","Lanarkshire",5
"2552",2021-03-29,"S08000028","Western Isles",2
"2553",2021-03-29,"S12000014","Falkirk",2
"2554",2021-03-29,"S12000017","Highland",0
"2555",2021-03-29,"S12000033","Aberdeen City",0
"2556",2021-03-29,"S12000008","East Ayrshire",1
"2557",2021-03-29,"S12000006","Dumfries and Galloway",0
"2558",2021-03-29,"S12000048","Perth and Kinross",0
"2559",2021-03-29,"S12000028","South Ayrshire",3
"2560",2021-03-29,"S12000041","Angus",0
"2561",2021-03-29,"S08000022","Highland",0
"2562",2021-03-29,"S08000031","Greater Glasgow and Clyde",15
"2563",2021-03-29,"S12000011","East Renfrewshire",0
"2564",2021-03-29,"S12000010","East Lothian",0
"2565",2021-03-29,"S12000013","Na h-Eileanan Siar",2
"2566",2021-03-29,"S12000023","Orkney Islands",0
"2567",2021-03-29,"S12000034","Aberdeenshire",0
"2568",2021-03-29,"S12000019","Midlothian",0
"2569",2021-03-29,"S08000024","Lothian",5
"2570",2021-03-29,"S12000035","Argyll and Bute",0
"2571",2021-03-29,"S08000029","Fife",1
"2572",2021-03-29,"S12000047","Fife",1
"2573",2021-03-29,"S12000040","West Lothian",2
"2574",2021-03-29,"S08000020","Grampian",0
"2575",2021-03-29,"S12000045","East Dunbartonshire",3
"2576",2021-03-29,"S08000017","Dumfries and Galloway",0
"2577",2021-03-29,"S12000038","Renfrewshire",2
"2578",2021-03-29,"S12000039","West Dunbartonshire",3
"2579",2021-03-29,"S08000015","Ayrshire and Arran",6
"2580",2021-03-29,"S12000018","Inverclyde",1
"2581",2021-03-29,"S12000026","Scottish Borders",1
"2582",2021-03-29,"S12000050","North Lanarkshire",3
"2583",2021-03-29,"S12000027","Shetland Islands",0
"2584",2021-03-29,"S08000025","Orkney",0
"2585",2021-03-29,"S92000003","Scotland",38
"2586",2021-04-05,"S12000010","East Lothian",1
"2587",2021-04-05,"S12000039","West Dunbartonshire",0
"2588",2021-04-05,"S12000008","East Ayrshire",1
"2589",2021-04-05,"S12000019","Midlothian",1
"2590",2021-04-05,"S12000005","Clackmannanshire",1
"2591",2021-04-05,"S08000028","Western Isles",0
"2592",2021-04-05,"S12000045","East Dunbartonshire",0
"2593",2021-04-05,"S12000042","Dundee City",0
"2594",2021-04-05,"S12000018","Inverclyde",1
"2595",2021-04-05,"S08000032","Lanarkshire",8
"2596",2021-04-05,"S12000021","North Ayrshire",0
"2597",2021-04-05,"S12000029","South Lanarkshire",3
"2598",2021-04-05,"S12000013","Na h-Eileanan Siar",0
"2599",2021-04-05,"S12000017","Highland",0
"2600",2021-04-05,"S12000023","Orkney Islands",0
"2601",2021-04-05,"S12000006","Dumfries and Galloway",0
"2602",2021-04-05,"S12000011","East Renfrewshire",0
"2603",2021-04-05,"S12000036","City of Edinburgh",3
"2604",2021-04-05,"S08000029","Fife",4
"2605",2021-04-05,"S08000017","Dumfries and Galloway",0
"2606",2021-04-05,"S12000028","South Ayrshire",3
"2607",2021-04-05,"S08000016","Borders",1
"2608",2021-04-05,"S12000034","Aberdeenshire",0
"2609",2021-04-05,"S12000033","Aberdeen City",1
"2610",2021-04-05,"S12000038","Renfrewshire",0
"2611",2021-04-05,"S08000015","Ayrshire and Arran",4
"2612",2021-04-05,"S08000020","Grampian",1
"2613",2021-04-05,"S12000026","Scottish Borders",1
"2614",2021-04-05,"S12000027","Shetland Islands",0
"2615",2021-04-05,"S12000030","Stirling",1
"2616",2021-04-05,"S08000026","Shetland",0
"2617",2021-04-05,"S08000024","Lothian",5
"2618",2021-04-05,"S08000025","Orkney",0
"2619",2021-04-05,"S12000049","Glasgow City",7
"2620",2021-04-05,"S12000050","North Lanarkshire",5
"2621",2021-04-05,"S12000040","West Lothian",0
"2622",2021-04-05,"S12000041","Angus",0
"2623",2021-04-05,"S12000020","Moray",0
"2624",2021-04-05,"S08000019","Forth Valley",3
"2625",2021-04-05,"S12000048","Perth and Kinross",0
"2626",2021-04-05,"S12000047","Fife",4
"2627",2021-04-05,"S92000003","Scotland",34
"2628",2021-04-05,"S08000030","Tayside",0
"2629",2021-04-05,"S12000014","Falkirk",1
"2630",2021-04-05,"S12000035","Argyll and Bute",0
"2631",2021-04-05,"S08000022","Highland",0
"2632",2021-04-05,"S08000031","Greater Glasgow and Clyde",8
"2633",2021-04-12,"S08000025","Orkney",0
"2634",2021-04-12,"S08000028","Western Isles",0
"2635",2021-04-12,"S12000019","Midlothian",0
"2636",2021-04-12,"S12000026","Scottish Borders",0
"2637",2021-04-12,"S12000030","Stirling",0
"2638",2021-04-12,"S12000027","Shetland Islands",0
"2639",2021-04-12,"S12000049","Glasgow City",6
"2640",2021-04-12,"S12000010","East Lothian",0
"2641",2021-04-12,"S08000024","Lothian",2
"2642",2021-04-12,"S08000022","Highland",0
"2643",2021-04-12,"S12000050","North Lanarkshire",4
