"","week_beginning","areauri","region","deaths"
"2644",2021-04-12,"S08000030","Tayside",2
"2645",2021-04-12,"S12000042","Dundee City",1
"2646",2021-04-12,"S08000031","Greater Glasgow and Clyde",7
"2647",2021-04-12,"S12000029","South Lanarkshire",1
"2648",2021-04-12,"S08000015","Ayrshire and Arran",4
"2649",2021-04-12,"S12000005","Clackmannanshire",0
"2650",2021-04-12,"S12000033","Aberdeen City",1
"2651",2021-04-12,"S08000020","Grampian",2
"2652",2021-04-12,"S08000016","Borders",0
"2653",2021-04-12,"S12000048","Perth and Kinross",0
"2654",2021-04-12,"S12000039","West Dunbartonshire",0
"2655",2021-04-12,"S12000028","South Ayrshire",2
"2656",2021-04-12,"S08000017","Dumfries and Galloway",0
"2657",2021-04-12,"S12000040","West Lothian",0
"2658",2021-04-12,"S12000013","Na h-Eileanan Siar",0
"2659",2021-04-12,"S12000018","Inverclyde",0
"2660",2021-04-12,"S12000011","East Renfrewshire",0
"2661",2021-04-12,"S12000035","Argyll and Bute",0
"2662",2021-04-12,"S12000008","East Ayrshire",1
"2663",2021-04-12,"S08000029","Fife",1
"2664",2021-04-12,"S08000019","Forth Valley",1
"2665",2021-04-12,"S92000003","Scotland",24
"2666",2021-04-12,"S12000045","East Dunbartonshire",0
"2667",2021-04-12,"S12000017","Highland",0
"2668",2021-04-12,"S12000014","Falkirk",1
"2669",2021-04-12,"S12000021","North Ayrshire",1
"2670",2021-04-12,"S12000006","Dumfries and Galloway",0
"2671",2021-04-12,"S12000020","Moray",0
"2672",2021-04-12,"S12000041","Angus",1
"2673",2021-04-12,"S08000026","Shetland",0
"2674",2021-04-12,"S08000032","Lanarkshire",5
"2675",2021-04-12,"S12000038","Renfrewshire",1
"2676",2021-04-12,"S12000036","City of Edinburgh",2
"2677",2021-04-12,"S12000047","Fife",1
"2678",2021-04-12,"S12000023","Orkney Islands",0
"2679",2021-04-12,"S12000034","Aberdeenshire",1
"2680",2021-04-19,"S92000003","Scotland",23
"2681",2021-04-19,"S12000040","West Lothian",0
"2682",2021-04-19,"S12000011","East Renfrewshire",0
"2683",2021-04-19,"S12000010","East Lothian",0
"2684",2021-04-19,"S12000014","Falkirk",1
"2685",2021-04-19,"S12000013","Na h-Eileanan Siar",0
"2686",2021-04-19,"S12000045","East Dunbartonshire",1
"2687",2021-04-19,"S08000016","Borders",0
"2688",2021-04-19,"S12000018","Inverclyde",0
"2689",2021-04-19,"S12000041","Angus",0
"2690",2021-04-19,"S12000008","East Ayrshire",1
"2691",2021-04-19,"S08000015","Ayrshire and Arran",2
"2692",2021-04-19,"S12000042","Dundee City",1
"2693",2021-04-19,"S12000019","Midlothian",0
"2694",2021-04-19,"S08000017","Dumfries and Galloway",0
"2695",2021-04-19,"S08000025","Orkney",0
"2696",2021-04-19,"S12000028","South Ayrshire",0
"2697",2021-04-19,"S12000050","North Lanarkshire",3
"2698",2021-04-19,"S08000019","Forth Valley",1
"2699",2021-04-19,"S08000031","Greater Glasgow and Clyde",7
"2700",2021-04-19,"S08000020","Grampian",2
"2701",2021-04-19,"S08000022","Highland",0
"2702",2021-04-19,"S08000026","Shetland",0
"2703",2021-04-19,"S12000006","Dumfries and Galloway",0
"2704",2021-04-19,"S12000035","Argyll and Bute",0
"2705",2021-04-19,"S08000024","Lothian",3
"2706",2021-04-19,"S12000036","City of Edinburgh",3
"2707",2021-04-19,"S12000017","Highland",0
"2708",2021-04-19,"S12000038","Renfrewshire",1
"2709",2021-04-19,"S12000020","Moray",0
"2710",2021-04-19,"S12000026","Scottish Borders",0
"2711",2021-04-19,"S12000030","Stirling",0
"2712",2021-04-19,"S12000048","Perth and Kinross",2
"2713",2021-04-19,"S12000033","Aberdeen City",1
"2714",2021-04-19,"S08000028","Western Isles",0
"2715",2021-04-19,"S12000047","Fife",1
"2716",2021-04-19,"S12000027","Shetland Islands",0
"2717",2021-04-19,"S12000034","Aberdeenshire",1
"2718",2021-04-19,"S12000005","Clackmannanshire",0
"2719",2021-04-19,"S12000021","North Ayrshire",1
"2720",2021-04-19,"S08000029","Fife",1
"2721",2021-04-19,"S12000029","South Lanarkshire",1
"2722",2021-04-19,"S08000030","Tayside",3
"2723",2021-04-19,"S12000049","Glasgow City",2
"2724",2021-04-19,"S12000039","West Dunbartonshire",3
"2725",2021-04-19,"S08000032","Lanarkshire",4
"2726",2021-04-19,"S12000023","Orkney Islands",0
"2727",2021-04-26,"S08000029","Fife",1
"2728",2021-04-26,"S12000020","Moray",1
"2729",2021-04-26,"S12000036","City of Edinburgh",0
"2730",2021-04-26,"S08000030","Tayside",1
"2731",2021-04-26,"S08000026","Shetland",0
"2732",2021-04-26,"S12000006","Dumfries and Galloway",0
"2733",2021-04-26,"S12000013","Na h-Eileanan Siar",0
"2734",2021-04-26,"S12000014","Falkirk",1
"2735",2021-04-26,"S12000033","Aberdeen City",1
"2736",2021-04-26,"S08000020","Grampian",2
"2737",2021-04-26,"S12000021","North Ayrshire",0
"2738",2021-04-26,"S12000008","East Ayrshire",0
"2739",2021-04-26,"S12000029","South Lanarkshire",0
"2740",2021-04-26,"S08000022","Highland",0
"2741",2021-04-26,"S92000003","Scotland",19
"2742",2021-04-26,"S12000017","Highland",0
"2743",2021-04-26,"S12000038","Renfrewshire",2
"2744",2021-04-26,"S12000034","Aberdeenshire",0
"2745",2021-04-26,"S12000011","East Renfrewshire",0
"2746",2021-04-26,"S12000030","Stirling",1
"2747",2021-04-26,"S12000048","Perth and Kinross",0
"2748",2021-04-26,"S12000026","Scottish Borders",0
"2749",2021-04-26,"S12000041","Angus",0
"2750",2021-04-26,"S08000019","Forth Valley",2
"2751",2021-04-26,"S12000050","North Lanarkshire",3
"2752",2021-04-26,"S12000023","Orkney Islands",0
"2753",2021-04-26,"S12000028","South Ayrshire",2
"2754",2021-04-26,"S12000049","Glasgow City",3
"2755",2021-04-26,"S08000031","Greater Glasgow and Clyde",8
"2756",2021-04-26,"S08000032","Lanarkshire",3
"2757",2021-04-26,"S08000024","Lothian",0
"2758",2021-04-26,"S12000019","Midlothian",0
"2759",2021-04-26,"S12000042","Dundee City",1
"2760",2021-04-26,"S08000028","Western Isles",0
"2761",2021-04-26,"S12000035","Argyll and Bute",0
"2762",2021-04-26,"S08000025","Orkney",0
"2763",2021-04-26,"S12000045","East Dunbartonshire",0
"2764",2021-04-26,"S12000027","Shetland Islands",0
"2765",2021-04-26,"S12000018","Inverclyde",1
"2766",2021-04-26,"S08000017","Dumfries and Galloway",0
"2767",2021-04-26,"S08000016","Borders",0
"2768",2021-04-26,"S12000047","Fife",1
"2769",2021-04-26,"S08000015","Ayrshire and Arran",2
"2770",2021-04-26,"S12000040","West Lothian",0
"2771",2021-04-26,"S12000005","Clackmannanshire",0
"2772",2021-04-26,"S12000010","East Lothian",0
"2773",2021-04-26,"S12000039","West Dunbartonshire",2
"2774",2021-05-03,"S12000027","Shetland Islands",0
"2775",2021-05-03,"S12000045","East Dunbartonshire",0
"2776",2021-05-03,"S08000015","Ayrshire and Arran",0
"2777",2021-05-03,"S12000048","Perth and Kinross",0
"2778",2021-05-03,"S12000017","Highland",0
"2779",2021-05-03,"S12000047","Fife",0
"2780",2021-05-03,"S12000028","South Ayrshire",0
"2781",2021-05-03,"S12000008","East Ayrshire",0
"2782",2021-05-03,"S12000050","North Lanarkshire",2
"2783",2021-05-03,"S12000006","Dumfries and Galloway",0
"2784",2021-05-03,"S12000030","Stirling",0
"2785",2021-05-03,"S12000020","Moray",0
"2786",2021-05-03,"S12000011","East Renfrewshire",0
"2787",2021-05-03,"S08000030","Tayside",1
"2788",2021-05-03,"S12000042","Dundee City",0
"2789",2021-05-03,"S08000025","Orkney",0
"2790",2021-05-03,"S12000035","Argyll and Bute",0
"2791",2021-05-03,"S12000021","North Ayrshire",0
"2792",2021-05-03,"S12000034","Aberdeenshire",0
"2793",2021-05-03,"S12000026","Scottish Borders",0
"2794",2021-05-03,"S08000024","Lothian",1
"2795",2021-05-03,"S08000032","Lanarkshire",3
"2796",2021-05-03,"S12000049","Glasgow City",1
"2797",2021-05-03,"S08000026","Shetland",0
"2798",2021-05-03,"S08000016","Borders",0
"2799",2021-05-03,"S12000036","City of Edinburgh",0
"2800",2021-05-03,"S12000010","East Lothian",0
"2801",2021-05-03,"S92000003","Scotland",7
"2802",2021-05-03,"S12000040","West Lothian",0
"2803",2021-05-03,"S12000023","Orkney Islands",0
"2804",2021-05-03,"S08000022","Highland",0
"2805",2021-05-03,"S12000033","Aberdeen City",0
"2806",2021-05-03,"S12000005","Clackmannanshire",0
"2807",2021-05-03,"S08000028","Western Isles",0
"2808",2021-05-03,"S12000014","Falkirk",0
"2809",2021-05-03,"S12000041","Angus",1
"2810",2021-05-03,"S08000031","Greater Glasgow and Clyde",2
"2811",2021-05-03,"S12000038","Renfrewshire",0
"2812",2021-05-03,"S08000019","Forth Valley",0
"2813",2021-05-03,"S08000029","Fife",0
"2814",2021-05-03,"S08000020","Grampian",0
"2815",2021-05-03,"S12000039","West Dunbartonshire",0
"2816",2021-05-03,"S12000013","Na h-Eileanan Siar",0
"2817",2021-05-03,"S08000017","Dumfries and Galloway",0
"2818",2021-05-03,"S12000019","Midlothian",1
"2819",2021-05-03,"S12000018","Inverclyde",1
"2820",2021-05-03,"S12000029","South Lanarkshire",1
"2821",2021-05-10,"S08000030","Tayside",1
"2822",2021-05-10,"S12000013","Na h-Eileanan Siar",0
"2823",2021-05-10,"S12000035","Argyll and Bute",0
"2824",2021-05-10,"S12000008","East Ayrshire",0
"2825",2021-05-10,"S12000005","Clackmannanshire",0
"2826",2021-05-10,"S12000040","West Lothian",0
"2827",2021-05-10,"S12000006","Dumfries and Galloway",0
"2828",2021-05-10,"S08000024","Lothian",0
"2829",2021-05-10,"S08000029","Fife",0
"2830",2021-05-10,"S12000036","City of Edinburgh",0
"2831",2021-05-10,"S92000003","Scotland",6
"2832",2021-05-10,"S12000047","Fife",0
"2833",2021-05-10,"S08000026","Shetland",0
"2834",2021-05-10,"S12000017","Highland",0
"2835",2021-05-10,"S12000014","Falkirk",0
"2836",2021-05-10,"S08000028","Western Isles",0
"2837",2021-05-10,"S12000011","East Renfrewshire",0
"2838",2021-05-10,"S12000038","Renfrewshire",0
"2839",2021-05-10,"S12000026","Scottish Borders",0
"2840",2021-05-10,"S12000027","Shetland Islands",0
"2841",2021-05-10,"S12000030","Stirling",0
"2842",2021-05-10,"S12000020","Moray",0
"2843",2021-05-10,"S12000033","Aberdeen City",0
"2844",2021-05-10,"S12000041","Angus",0
"2845",2021-05-10,"S12000010","East Lothian",0
"2846",2021-05-10,"S12000028","South Ayrshire",0
"2847",2021-05-10,"S12000018","Inverclyde",0
"2848",2021-05-10,"S12000029","South Lanarkshire",0
"2849",2021-05-10,"S08000020","Grampian",0
"2850",2021-05-10,"S12000019","Midlothian",0
"2851",2021-05-10,"S08000015","Ayrshire and Arran",0
"2852",2021-05-10,"S08000019","Forth Valley",0
"2853",2021-05-10,"S12000045","East Dunbartonshire",0
"2854",2021-05-10,"S08000031","Greater Glasgow and Clyde",2
"2855",2021-05-10,"S12000050","North Lanarkshire",3
"2856",2021-05-10,"S08000032","Lanarkshire",3
"2857",2021-05-10,"S12000042","Dundee City",0
"2858",2021-05-10,"S12000048","Perth and Kinross",1
"2859",2021-05-10,"S12000023","Orkney Islands",0
"2860",2021-05-10,"S08000025","Orkney",0
"2861",2021-05-10,"S12000034","Aberdeenshire",0
"2862",2021-05-10,"S08000017","Dumfries and Galloway",0
"2863",2021-05-10,"S12000021","North Ayrshire",0
"2864",2021-05-10,"S12000049","Glasgow City",2
"2865",2021-05-10,"S08000022","Highland",0
"2866",2021-05-10,"S08000016","Borders",0
"2867",2021-05-10,"S12000039","West Dunbartonshire",0
"2868",2021-05-17,"S12000041","Angus",0
"2869",2021-05-17,"S12000008","East Ayrshire",0
"2870",2021-05-17,"S12000038","Renfrewshire",0
"2871",2021-05-17,"S08000031","Greater Glasgow and Clyde",1
"2872",2021-05-17,"S12000014","Falkirk",1
"2873",2021-05-17,"S12000020","Moray",0
"2874",2021-05-17,"S12000033","Aberdeen City",0
"2875",2021-05-17,"S08000019","Forth Valley",1
"2876",2021-05-17,"S08000017","Dumfries and Galloway",0
"2877",2021-05-17,"S08000028","Western Isles",0
"2878",2021-05-17,"S08000020","Grampian",0
"2879",2021-05-17,"S12000023","Orkney Islands",0
"2880",2021-05-17,"S12000035","Argyll and Bute",0
"2881",2021-05-17,"S08000026","Shetland",0
"2882",2021-05-17,"S08000016","Borders",0
"2883",2021-05-17,"S12000026","Scottish Borders",0
"2884",2021-05-17,"S08000024","Lothian",0
"2885",2021-05-17,"S12000042","Dundee City",0
"2886",2021-05-17,"S08000032","Lanarkshire",2
"2887",2021-05-17,"S08000025","Orkney",0
"2888",2021-05-17,"S12000039","West Dunbartonshire",0
"2889",2021-05-17,"S12000028","South Ayrshire",0
"2890",2021-05-17,"S12000006","Dumfries and Galloway",0
"2891",2021-05-17,"S12000049","Glasgow City",0
"2892",2021-05-17,"S12000019","Midlothian",0
"2893",2021-05-17,"S08000015","Ayrshire and Arran",0
"2894",2021-05-17,"S12000050","North Lanarkshire",0
"2895",2021-05-17,"S12000013","Na h-Eileanan Siar",0
"2896",2021-05-17,"S12000018","Inverclyde",0
"2897",2021-05-17,"S12000047","Fife",0
"2898",2021-05-17,"S12000027","Shetland Islands",0
"2899",2021-05-17,"S12000045","East Dunbartonshire",1
"2900",2021-05-17,"S12000040","West Lothian",0
"2901",2021-05-17,"S12000036","City of Edinburgh",0
"2902",2021-05-17,"S12000021","North Ayrshire",0
"2903",2021-05-17,"S12000010","East Lothian",0
"2904",2021-05-17,"S08000029","Fife",0
"2905",2021-05-17,"S12000034","Aberdeenshire",0
"2906",2021-05-17,"S12000048","Perth and Kinross",0
"2907",2021-05-17,"S12000011","East Renfrewshire",0
"2908",2021-05-17,"S12000005","Clackmannanshire",0
"2909",2021-05-17,"S92000003","Scotland",4
"2910",2021-05-17,"S12000030","Stirling",0
"2911",2021-05-17,"S12000029","South Lanarkshire",2
"2912",2021-05-17,"S08000022","Highland",0
"2913",2021-05-17,"S08000030","Tayside",0
"2914",2021-05-17,"S12000017","Highland",0
"2915",2021-05-24,"S12000045","East Dunbartonshire",0
"2916",2021-05-24,"S12000028","South Ayrshire",0
"2917",2021-05-24,"S12000013","Na h-Eileanan Siar",1
"2918",2021-05-24,"S12000049","Glasgow City",2
"2919",2021-05-24,"S12000050","North Lanarkshire",2
"2920",2021-05-24,"S08000015","Ayrshire and Arran",1
"2921",2021-05-24,"S12000021","North Ayrshire",0
"2922",2021-05-24,"S92000003","Scotland",8
"2923",2021-05-24,"S12000019","Midlothian",0
"2924",2021-05-24,"S12000042","Dundee City",0
"2925",2021-05-24,"S12000026","Scottish Borders",0
"2926",2021-05-24,"S12000005","Clackmannanshire",0
"2927",2021-05-24,"S08000024","Lothian",0
"2928",2021-05-24,"S12000030","Stirling",0
"2929",2021-05-24,"S12000023","Orkney Islands",0
"2930",2021-05-24,"S12000039","West Dunbartonshire",0
"2931",2021-05-24,"S12000047","Fife",0
"2932",2021-05-24,"S12000006","Dumfries and Galloway",0
"2933",2021-05-24,"S08000030","Tayside",0
"2934",2021-05-24,"S12000040","West Lothian",0
"2935",2021-05-24,"S12000010","East Lothian",0
"2936",2021-05-24,"S12000017","Highland",0
"2937",2021-05-24,"S08000016","Borders",0
"2938",2021-05-24,"S08000032","Lanarkshire",3
"2939",2021-05-24,"S08000022","Highland",0
"2940",2021-05-24,"S12000035","Argyll and Bute",0
"2941",2021-05-24,"S08000029","Fife",0
"2942",2021-05-24,"S12000033","Aberdeen City",0
"2943",2021-05-24,"S08000026","Shetland",0
"2944",2021-05-24,"S12000034","Aberdeenshire",0
"2945",2021-05-24,"S12000048","Perth and Kinross",0
"2946",2021-05-24,"S12000008","East Ayrshire",1
"2947",2021-05-24,"S12000027","Shetland Islands",0
"2948",2021-05-24,"S08000031","Greater Glasgow and Clyde",2
"2949",2021-05-24,"S12000020","Moray",0
"2950",2021-05-24,"S08000017","Dumfries and Galloway",0
"2951",2021-05-24,"S08000020","Grampian",0
"2952",2021-05-24,"S08000025","Orkney",0
"2953",2021-05-24,"S12000036","City of Edinburgh",0
"2954",2021-05-24,"S12000029","South Lanarkshire",1
"2955",2021-05-24,"S12000018","Inverclyde",0
"2956",2021-05-24,"S12000011","East Renfrewshire",0
"2957",2021-05-24,"S12000014","Falkirk",1
"2958",2021-05-24,"S12000038","Renfrewshire",0
"2959",2021-05-24,"S12000041","Angus",0
"2960",2021-05-24,"S08000028","Western Isles",1
"2961",2021-05-24,"S08000019","Forth Valley",1
"2962",2021-05-31,"S12000035","Argyll and Bute",0
"2963",2021-05-31,"S12000026","Scottish Borders",1
"2964",2021-05-31,"S08000024","Lothian",0
"2965",2021-05-31,"S12000029","South Lanarkshire",0
"2966",2021-05-31,"S12000041","Angus",0
"2967",2021-05-31,"S08000022","Highland",0
"2968",2021-05-31,"S12000019","Midlothian",0
"2969",2021-05-31,"S12000028","South Ayrshire",3
"2970",2021-05-31,"S08000020","Grampian",0
"2971",2021-05-31,"S08000031","Greater Glasgow and Clyde",2
"2972",2021-05-31,"S08000019","Forth Valley",0
"2973",2021-05-31,"S08000017","Dumfries and Galloway",0
"2974",2021-05-31,"S12000030","Stirling",0
"2975",2021-05-31,"S12000010","East Lothian",0
"2976",2021-05-31,"S12000008","East Ayrshire",0
"2977",2021-05-31,"S12000042","Dundee City",0
"2978",2021-05-31,"S08000016","Borders",1
"2979",2021-05-31,"S12000023","Orkney Islands",0
"2980",2021-05-31,"S12000039","West Dunbartonshire",0
"2981",2021-05-31,"S08000032","Lanarkshire",2
"2982",2021-05-31,"S12000048","Perth and Kinross",0
"2983",2021-05-31,"S08000025","Orkney",0
"2984",2021-05-31,"S12000049","Glasgow City",2
"2985",2021-05-31,"S08000015","Ayrshire and Arran",3
"2986",2021-05-31,"S12000045","East Dunbartonshire",0
"2987",2021-05-31,"S12000050","North Lanarkshire",2
"2988",2021-05-31,"S12000005","Clackmannanshire",0
"2989",2021-05-31,"S12000038","Renfrewshire",0
"2990",2021-05-31,"S12000018","Inverclyde",0
"2991",2021-05-31,"S12000020","Moray",0
"2992",2021-05-31,"S12000017","Highland",0
"2993",2021-05-31,"S12000006","Dumfries and Galloway",0
"2994",2021-05-31,"S12000033","Aberdeen City",0
"2995",2021-05-31,"S12000036","City of Edinburgh",0
"2996",2021-05-31,"S12000027","Shetland Islands",0
"2997",2021-05-31,"S08000028","Western Isles",0
"2998",2021-05-31,"S08000030","Tayside",0
"2999",2021-05-31,"S12000014","Falkirk",0
"3000",2021-05-31,"S12000040","West Lothian",0
"3001",2021-05-31,"S12000013","Na h-Eileanan Siar",0
"3002",2021-05-31,"S08000026","Shetland",0
"3003",2021-05-31,"S92000003","Scotland",8
"3004",2021-05-31,"S12000021","North Ayrshire",0
"3005",2021-05-31,"S12000034","Aberdeenshire",0
"3006",2021-05-31,"S12000047","Fife",0
"3007",2021-05-31,"S08000029","Fife",0
"3008",2021-05-31,"S12000011","East Renfrewshire",0
"3009",2021-06-07,"S12000050","North Lanarkshire",0
"3010",2021-06-07,"S12000023","Orkney Islands",0
"3011",2021-06-07,"S12000045","East Dunbartonshire",1
"3012",2021-06-07,"S08000025","Orkney",0
"3013",2021-06-07,"S08000032","Lanarkshire",2
"3014",2021-06-07,"S12000017","Highland",0
"3015",2021-06-07,"S08000030","Tayside",0
"3016",2021-06-07,"S08000016","Borders",0
"3017",2021-06-07,"S12000033","Aberdeen City",1
"3018",2021-06-07,"S12000034","Aberdeenshire",0
"3019",2021-06-07,"S12000006","Dumfries and Galloway",0
"3020",2021-06-07,"S12000030","Stirling",0
"3021",2021-06-07,"S12000008","East Ayrshire",0
"3022",2021-06-07,"S12000005","Clackmannanshire",0
"3023",2021-06-07,"S12000011","East Renfrewshire",0
"3024",2021-06-07,"S12000020","Moray",0
"3025",2021-06-07,"S08000017","Dumfries and Galloway",0
"3026",2021-06-07,"S12000013","Na h-Eileanan Siar",0
"3027",2021-06-07,"S08000031","Greater Glasgow and Clyde",2
"3028",2021-06-07,"S08000029","Fife",0
"3029",2021-06-07,"S08000020","Grampian",1
"3030",2021-06-07,"S08000015","Ayrshire and Arran",1
"3031",2021-06-07,"S12000021","North Ayrshire",1
"3032",2021-06-07,"S12000019","Midlothian",0
"3033",2021-06-07,"S12000014","Falkirk",0
"3034",2021-06-07,"S08000022","Highland",0
"3035",2021-06-07,"S12000029","South Lanarkshire",2
"3036",2021-06-07,"S12000038","Renfrewshire",0
"3037",2021-06-07,"S12000041","Angus",0
"3038",2021-06-07,"S12000018","Inverclyde",0
"3039",2021-06-07,"S08000028","Western Isles",0
"3040",2021-06-07,"S12000028","South Ayrshire",0
"3041",2021-06-07,"S08000019","Forth Valley",0
"3042",2021-06-07,"S12000035","Argyll and Bute",0
"3043",2021-06-07,"S12000026","Scottish Borders",0
"3044",2021-06-07,"S12000048","Perth and Kinross",0
"3045",2021-06-07,"S08000026","Shetland",0
"3046",2021-06-07,"S12000036","City of Edinburgh",1
"3047",2021-06-07,"S12000039","West Dunbartonshire",0
"3048",2021-06-07,"S12000040","West Lothian",0
"3049",2021-06-07,"S12000042","Dundee City",0
"3050",2021-06-07,"S92000003","Scotland",7
"3051",2021-06-07,"S12000049","Glasgow City",1
"3052",2021-06-07,"S12000027","Shetland Islands",0
"3053",2021-06-07,"S08000024","Lothian",1
"3054",2021-06-07,"S12000047","Fife",0
"3055",2021-06-07,"S12000010","East Lothian",0
"3056",2021-06-14,"S12000030","Stirling",0
"3057",2021-06-14,"S12000045","East Dunbartonshire",0
"3058",2021-06-14,"S12000018","Inverclyde",0
